"","Level_1","Level_2","Level_3","Biochar","CORAL1","CORAL2","CORAL3","CORAL4","CORAL5","F4A","F4B","L10A","L10B","L10C","L11A","L11B","L11C","L12A","L12B","L12C","L13A","L13B","L13C","L1A","L1B","L1C","L2A","L2B","L2C","L3A","L3B","L3C","L4A","L4B","L4C","L5A","L5B","L5C","L6A","L6B","L6C","L7A","L7B","L7C","L8A","L8B","L8C","L9A","L9B","L9C","LM","LW0A","LW0B","LW0C","LW1A","LW1B","LW1C","LWFA","LWFB","LWFC","RTB","RTC","S10A","S10B","S10C","S11A","S11B","S11C","S12A","S12B","S12C","S13A","S13B","S13C","S1A","S1B","S1C","S2A","S2C","S3A","S3B","S3C","S4A","S4B","S4C","S5A","S5C","S6A","S6B","S6C","S7A","S7B","S7C","S8A","S8B","S8C","S9A","S9B","S9C","SHG","SW0A","SW0B","SW0C","SW1A","SW1B","SW1C","SWFA","SWFB","SWFC","WA0","WA1","WA2","WA3","WB0","WB1","WB2","WB3","WC0","WC1","WC2","WC3","WW0","WW1","WW2"
"ko05132","6. Human Diseases","6.8 Infectious disease: bacterial","Salmonella infection",819.125683060108,915.199065186546,811.347336065574,749.270670637129,734.976961282987,801.937046004842,864.14762741652,652.910052910052,655.701536936044,787.469337694194,630.722095398294,756.423362638861,918.551846813853,700.671521800813,651.597648261759,635.094037615046,657.252406591614,709.571984435799,621.118012422361,713.106159895151,991.664158892568,722.9997212155,605.117240396266,829.892601431982,962.563811684629,809.514251304696,763.801652892562,783.864541832668,626.135436497144,729.542835190165,991.068580542265,629.978254116185,706.18527847747,620.21048710068,602.069536423841,771.212468484988,832.11914588193,756.862745098039,610.728122912492,764.326289479664,1049.61436338349,632.09756097561,629.410916432331,631.674123788217,903.551217911917,766.101694915254,755.732659985797,776.831446556375,1124.90676275225,626.136363636363,1133.77659574468,596.453519613112,600.205690778197,612.910068944617,626.609268169157,790.016920473774,1049.2125984252,600,600,965.50343249428,838.636363636363,956.410256410256,1048.83614787768,914.625228519195,1117.83194355356,1014.95371469262,941.389504804138,939.482029598309,970.548178413348,774.247226624406,714.41717791411,1001.71052631579,986.906197251026,886.729792781665,976.511318242343,966.370332740666,1018.75447387258,926.407452409883,659.106239460372,956.942572121866,949.49617089883,833.333333333333,958.865384615385,931.620409647314,877.721167207041,836.338418862691,1106.24737945493,797.762863534676,1154.05230170737,1015.31531531532,955.723498589278,925.155788783207,1083.51648351648,860.919540229885,656.821065989848,944.444444444444,600,793.982808022923,1006.50115473441,1066.58806885169,974.299384825702,1155.98238688126,670.721649484536,777.197802197802,725.57003257329,804.386275203395,740.809146877748,1091.48790648511,793.859649122806,682.535736482287,766.18897255283,997.600971758276,635.009892741851,704.375,775.94684385382,721.756097560977,722.352529319096,572.855666551843,752.713094335536,807.462686567165,753.587115666179
"ko05131","6. Human Diseases","6.8 Infectious disease: bacterial","Shigellosis",420.765027322404,503.622402136717,437.371926229509,387.588159949847,386.829034767518,432.371018811697,471.411833626245,321.164021164021,332.796232027764,406.970564186427,314.766310224678,369.63129557691,501.872972690174,351.130237397144,332.515337423313,313.205282112845,337.738619676946,374.474708171207,359.627329192547,376.671035386632,551.068311766476,374.435461388347,305.095859168983,437.47016706444,573.681225184345,419.751103974307,392.837465564738,423.705179282868,313.788414468316,358.432577794852,497.711811997526,299.984467225846,363.25216904562,311.362578001304,301.867181751288,404.102681641073,429.912076081105,372.549019607843,305.971943887776,392.130576384155,571.020356555822,316.439024390244,312.517124522316,317.375093214019,496.309357828262,437.175141242938,389.899786948631,415.80396407938,664.418309017284,320.909090909091,676.063829787234,296.211714132187,300.205690778196,308.955223880597,314.732843757914,406.768189509307,581.496062992126,300,300,530.348970251716,467.532467532467,528.205128205128,595.070743952533,518.281535648994,659.781911481719,565.582720151911,524.316334072432,514.112050739958,526.966292134832,426.465927099842,346.625766871165,555.197368421053,494.719074029419,463.345684094963,514.620505992011,509.220218440437,455.261274158912,507.168894289186,339.1652613828,533.755729307091,535.912938331318,471.830985915493,507.153846153846,495.624772754817,471.79249652617,447.711511789182,662.180293501048,443.176733780761,690.695915279878,584.784784784785,534.079000403063,530.403410954411,613.919413919414,474.85632183908,326.491116751269,566.666666666667,300,428.724928366762,582.043879907621,625.088422541853,544.976076555024,690.844215001518,335.979381443299,415.65934065934,383.71335504886,432.331093031482,383.992963940193,595.187465025181,446.587171052631,363.6109384711,394.704882195774,537.883389006985,195.084869311673,344.375,393.089700996677,396.585365853659,377.279887974794,323.079572855667,388.454456839597,391.044776119403,409.9560761347
"ko05133","6. Human Diseases","6.8 Infectious disease: bacterial","Pertussis",100,111.735247475169,123.796106557377,152.639258942999,139.85398839088,172.788228720432,109.197422378442,15.8730158730159,16.1750123946455,87.8986099754701,11.576354679803,68.9293259728753,89.9863974050434,38.0875815757117,27.3389570552147,25.4301720688275,13.2974384075706,85.2918287937743,93.4782608695652,74.3119266055046,97.1411375263317,99.8327293002509,7.21260066994512,54.0175019888624,97.9580260918888,57.2059413890004,98.1818181818182,86.6533864541833,15.0666304052216,71.340760660776,99.899098395339,28.96862379621,21.7744192555276,5.53227158424141,1.35209713024283,47.2610589044236,96.2677193612058,86.8778280542986,2.55177020708083,52.9500871014163,99.1781514730054,15.1951219512195,18.8045280842166,23.3967188665175,78.1513983433117,100,60.5697151424288,89.5909040515405,96.2536726635967,5.22727272727273,93.0851063829787,2.24341751746373,0.205690778196778,2.54564739753012,6.016713091922,95.2622673434856,100,0,0,88.6155606407323,100,100,101.825650387951,93.235831809872,93.5856318152662,101.163066698315,100,93.9746300211416,98.1954375212802,92.6307448494453,98.8752556237219,101.052631578947,76.8025078369906,100.343076711953,100.505992010652,103.987807975616,26.3421617752326,97.4888618874039,30.1222596964587,98.0857373955244,99.5969367190649,100.93896713615,112.096153846154,96.1095624772755,99.397869383974,80.0277392510402,97.4423480083857,30.6487695749441,95.1372379511563,100,97.4405481660621,93.9980321416858,100,87.6436781609195,23.9530456852792,100,0,59.025787965616,72.9214780600461,90.6390002357934,100,100.318858184027,23.1443298969072,64.010989010989,96.2540716612378,65.6526353024407,79.9472295514512,99.8942983274265,98.8212719298245,97.7625854568055,95.2149623512266,98.4360765259642,100,100.387931034483,94.8837209302325,96.0731707317073,99.5273936635743,98.3465380640716,100,100,96.7789165446559
"ko05134","6. Human Diseases","6.8 Infectious disease: bacterial","Legionellosis",781.967213114753,849.970787079543,793.775614754099,737.47980090038,734.121237508229,785.155522443658,804.042179261863,553.968253968254,556.308874566187,713.12346688471,527.123633305298,655.891774006679,810.181019148267,598.817743308427,569.734151329244,550.860344137655,553.091858378202,734.241245136187,735.403726708075,688.72870249017,883.900090279867,821.32701421801,517.318794098782,730.489260143199,1111.5711854793,701.726214371738,781.928374655647,811.952191235059,538.40087027468,711.333077218594,799.827490804935,541.037589313451,606.717044500419,519.577163080935,505.491169977925,676.323630529453,769.047191817692,718.099547511312,509.271877087508,657.37332424449,965.292704513845,542.634146341463,540.817650876054,558.258762117822,793.21741983105,799.322033898305,664.743943817565,765.010655465084,978.743591254641,547.045454545455,989.361702127659,503.882321332617,500.61707233459,511.849382528979,526.133198278045,786.802030456854,916.141732283465,500,500,834.725400457666,803.246753246753,828.205128205128,901.09539023277,837.111517367458,953.367543296985,876.786138143841,847.967479674797,826.057082452432,919.271365338782,804.675118858954,709.406952965235,873.684210526316,807.306486616832,792.713050638122,824.793608521971,830.911861823723,771.295633500358,843.053867962738,587.47892074199,858.856834726341,861.54776299879,809.389671361503,846.461538461538,825.633256574959,838.999536822603,759.292649098475,976.729559748427,688.926174496645,1003.0041063324,912.012012012012,859.330914953647,868.842243358478,920.14652014652,802.011494252873,561.643401015229,900,500,707.091690544412,855.715935334873,922.871964159396,865.345181134655,991.573033707865,559.845360824742,738.186813186813,754.234527687296,746.904846126636,756.464379947229,992.706584592426,813.665021929824,773.399627097576,760.675248967695,923.170361372609,522.284702697074,751.422413793103,756.079734219268,754.926829268294,756.380185541747,715.018945918016,749.82129318748,777.611940298508,790.190336749634
"ko05150","6. Human Diseases","6.8 Infectious disease: bacterial","Staphylococcus aureus infection",38.7978142076503,57.7915032134212,37.9866803278689,33.5345587003399,26.2222488181437,34.79232631775,23.0228471001757,4.23280423280423,9.99008428358949,9.30089942763696,3.7306259762105,30.6685749335514,43.2562519619127,13.8844225858318,8.07770961145194,5.58223289315726,8.37004405286344,21.2451361867704,0,25.2948885976409,72.163707493229,16.0022302759967,1.01204475803578,42.9793158313445,17.47022121384,45.4837414692894,33.168044077135,29.6812749003984,9.84498232254555,36.1505954667691,97.0282849982098,3.8210624417521,21.5505177721802,4.20974201359784,0.119573215599706,30.6211322484529,47.1918176924457,28.9592760180996,2.39144956579826,33.2348708626827,86.1550132760147,5.8780487804878,2.98507462686567,5.2386278896346,43.8940375625359,52.7683615819209,30.2059496567506,38.864731026497,6.39822196779,0,0,0.362708221386351,0,0.1666792938859,4.29475816662446,49.4077834179357,87.4015748031496,0,0,48.4267734553776,4.54545454545454,28.2051282051282,31.4924691921497,22.4862888482633,16.6132135984606,10.6812247804415,23.1337767923134,43.6575052854123,75.0085120871638,27.4960380348653,30.879345603272,65.1973684210526,54.5936821798891,62.6320845341018,61.0918774966711,69.494538989078,16.1775232641374,56.9056298096395,7.84148397976391,38.1504448638447,58.565094719871,26.2910798122066,53.9230769230769,59.0473881953703,45.8545622973599,25.6588072122053,8.38574423480084,0,6.1162740436568,35.5355355355355,23.9218057234986,23.1551328304362,57.8754578754579,14.2241379310345,10.1840101522843,22.2222222222222,0,10.9598853868195,5.02309468822171,4.99882103277529,26.3157894736842,2.09535378074704,0,32.6923076923077,35.6677524429967,33.3922886452069,12.8408091468777,97.3947646583349,31.921600877193,7.55127408328154,40.5635171241195,80.534467051321,7.12277413308341,3.25431034482758,44.5182724252492,34.390243902439,28.8289865219674,3.89252497416466,24.9106465937398,34.3283582089552,5.71010248901903
"ko05152","6. Human Diseases","6.8 Infectious disease: bacterial","Tuberculosis",771.03825136612,780.327184709123,713.729508196721,661.99758961915,633.816049308839,688.284596759173,622.729935559461,368.783068783069,379.672781358453,660.077677841374,346.635828427249,564.833367409528,700.303442502877,459.557363094675,406.365030674847,389.115646258503,375.868820362212,569.805447470818,546.583850931677,622.411533420708,830.394222088474,570.811262893783,323.184377449932,589.538583929992,750.425411230857,598.5146527499,634.214876033058,653.784860557769,369.050856676639,660.238186707645,797.454675650164,378.673501087294,430.142737195633,326.040793517743,307.76306107432,545.794178317672,726.233626413063,605.429864253394,314.028056112225,544.550480951299,849.892527500316,355.780487804878,369.320066334992,389.634601043997,697.375543344542,689.943502824859,561.240432415372,716.034319220488,584.270476414976,326.136363636364,556.648936170213,308.664696399785,300.61707233459,307.33388893098,331.182577867815,650.761421319797,868.897637795276,300,300,722.826086956522,595.12987012987,828.205128205128,650.479233226837,641.681901279707,597.754971135344,589.746024210776,622.542498152255,731.236786469345,800.374531835206,609.270998415214,607.873210633946,820.263157894737,706.993006993007,745.684094963634,777.256990679095,785.877571755143,520.114531138154,753.786958282706,420.046374367623,788.298732812078,811.729141475211,730.985915492958,709.480769230769,753.338989213428,690.782769800834,619.694868238558,608.343815513627,398.657718120806,585.119948130537,693.793793793793,646.39258363563,643.16169235815,793.040293040293,577.729885057471,398.381979695431,611.111111111111,300,482.879656160459,508.845265588914,551.332232963924,630.348598769652,558.89766170665,353.608247422681,589.560439560439,623.615635179153,602.97134771843,556.816182937555,893.427843064104,682.51096491228,627.408328154133,631.67354870051,820.027330701488,480.599812558576,638.814655172413,628.305647840531,634.975609756098,649.711185016628,550.051670685498,724.184988627748,753.731343283582,643.484626647145
"ko05100","6. Human Diseases","6.8 Infectious disease: bacterial","Bacterial invasion of epithelial cells",0,6.94432852015692,10.6045081967213,8.70115060556766,5.19418347196457,10.0018625442354,4.39367311072056,0,1.02875557759048,1.26737530662306,0.600744923705395,2.45348599468411,12.9747828816574,1.66461742173461,2.03220858895706,3.58143257302921,2.67580355686083,5.44747081712062,0,4.71821756225426,3.2801685224195,0.501812099247282,0,0.35799522673031,3.91378332387975,0,1.26721763085399,0,0,2.97733384556281,0.318979266347687,3.77446411929171,0,0.279407655769768,0,3.85056154022462,2.97864704826844,0,0.160320641282565,2.77209725062486,0,0.634146341463415,1.99004975124378,2.77777777777778,6.38071024358238,0,2.35145585102186,3.38757560452826,0,0,0,0,0,0,0.506457330969866,0,0,0,0,13.5297482837529,10.0649350649351,0,5.7964399817435,13.7111517367459,0,0,0,16.4904862579281,0.953353762342526,0,0,14.671052631579,13.3108271039306,2.08590640867298,10.2263648468708,7.62001524003048,6.15604867573371,6.07533414337789,2.5716694772344,33.4052305203559,13.7041515517936,23.2394366197183,0,3.19961216822203,0,3.60610263522885,0.838574423480084,0,0.669980548951805,4.4044044044044,0.927045546150746,0.262381108560184,0,0,1.1738578680203,0,0,0,0,0,0,0,0,0,0,6.50866643084542,7.9155672823219,0,1.57620614035088,0.279676817899316,0,0,3.13443715505571,0,0,1.8780487804878,3.83336250656398,0,0,0,0
"ko05162","6. Human Diseases","6.9 Infectious disease: viral","Measles",329.508196721311,390.334696602955,327.126024590164,280.670474996352,275.02842439112,304.935742223878,273.286467486819,52.9100529100529,64.3158155676747,281.827473426002,36.3210380872282,205.799768281878,330.78371874019,124.316655632271,85.8256646216769,65.4861944777911,62.4408549518682,237.743190661479,228.88198757764,254.652686762779,444.808907613602,177.474212433789,18.3949825386644,236.595067621321,359.160521837777,241.549578482537,241.542699724518,277.091633466135,55.6159912972532,278.870533999232,397.985222797253,54.3957750854303,108.368317940106,20.9555741827326,5.95106696100074,198.120559248224,333.823793289072,246.30467571644,11.4762859051436,197.227902749375,459.666203059805,44.4878048780488,50.1982839426058,67.4683072334079,331.206429918806,337.175141242938,213.359109918725,328.738343660306,265.048870629636,20.9090909090909,250,5.61526061257389,0.617072334590333,6.71262974467763,25.1658647758926,269.712351945855,481.496062992126,0,0,355.091533180778,256.168831168831,428.205128205128,305.522592423551,288.665447897623,281.141757536883,255.613577023499,292.165558019217,352.167019027484,419.475655430712,279.397781299525,252.249488752556,435,326.862792380034,362.549746123233,395.925432756325,388.798577597155,193.772369362921,379.303361684893,96.1635750421585,398.355351846859,417.372027408303,353.051643192488,341.807692307692,372.791176827051,332.051875868458,265.187239944522,287.379454926625,95.3020134228188,272.952236870542,355.055055055055,302.35792019347,306.362741882584,423.076923076923,254.885057471264,72.9060913705584,288.888888888889,0,169.269340974212,199.180138568129,244.069794859703,305.263157894737,256.270877619192,43.4536082474227,250.274725274725,284.690553745928,253.731871241599,218.909410729991,493.657899645588,324.643640350877,286.575512740833,270.852562545543,432.083206802308,96.428199520983,281.14224137931,270.897009966777,295.19512195122,288.744967617714,234.033758181192,306.866673887144,291.044776119403,313.177159590044
"ko05164","6. Human Diseases","6.9 Infectious disease: viral","Influenza A",329.508196721311,390.334696602955,327.126024590164,280.670474996352,275.02842439112,304.935742223878,273.286467486819,52.9100529100529,64.3158155676747,281.827473426002,36.3210380872282,205.799768281878,330.78371874019,124.316655632271,85.8256646216769,65.4861944777911,62.4408549518682,237.743190661479,228.88198757764,254.652686762779,444.808907613602,177.474212433789,18.3949825386644,236.595067621321,359.160521837777,241.549578482537,241.542699724518,277.091633466135,55.6159912972532,278.870533999232,397.985222797253,54.3957750854303,108.368317940106,20.9555741827326,5.95106696100074,198.120559248224,333.823793289072,246.30467571644,11.4762859051436,197.227902749375,459.666203059805,44.4878048780488,50.1982839426058,67.4683072334079,331.206429918806,337.175141242938,213.359109918725,328.738343660306,265.048870629636,20.9090909090909,250,5.61526061257389,0.617072334590333,6.71262974467763,25.1658647758926,269.712351945855,481.496062992126,0,0,355.091533180778,256.168831168831,428.205128205128,305.522592423551,288.665447897623,281.141757536883,255.613577023499,292.165558019217,352.167019027484,419.475655430712,279.397781299525,252.249488752556,435,326.862792380034,362.549746123233,395.925432756325,388.798577597155,193.772369362921,379.303361684893,96.1635750421585,398.355351846859,417.372027408303,353.051643192488,341.807692307692,372.791176827051,332.051875868458,265.187239944522,287.379454926625,95.3020134228188,272.952236870542,355.055055055055,302.35792019347,306.362741882584,423.076923076923,254.885057471264,72.9060913705584,288.888888888889,0,169.269340974212,199.180138568129,244.069794859703,305.263157894737,256.270877619192,43.4536082474227,250.274725274725,284.690553745928,253.731871241599,218.909410729991,493.657899645588,324.643640350877,286.575512740833,270.852562545543,432.083206802308,96.428199520983,281.14224137931,270.897009966777,295.19512195122,288.744967617714,234.033758181192,306.866673887144,291.044776119403,313.177159590044
"ko05161","6. Human Diseases","6.9 Infectious disease: viral","Hepatitis B",329.508196721311,390.334696602955,327.126024590164,280.670474996352,275.02842439112,304.935742223878,273.286467486819,52.9100529100529,64.3158155676747,281.827473426002,36.3210380872282,205.799768281878,330.78371874019,124.316655632271,85.8256646216769,65.4861944777911,62.4408549518682,237.743190661479,228.88198757764,254.652686762779,444.808907613602,177.474212433789,18.3949825386644,236.595067621321,359.160521837777,241.549578482537,241.542699724518,277.091633466135,55.6159912972532,278.870533999232,397.985222797253,54.3957750854303,108.368317940106,20.9555741827326,5.95106696100074,198.120559248224,333.823793289072,246.30467571644,11.4762859051436,197.227902749375,459.666203059805,44.4878048780488,50.1982839426058,67.4683072334079,331.206429918806,337.175141242938,213.359109918725,328.738343660306,265.048870629636,20.9090909090909,250,5.61526061257389,0.617072334590333,6.71262974467763,25.1658647758926,269.712351945855,481.496062992126,0,0,355.091533180778,256.168831168831,428.205128205128,305.522592423551,288.665447897623,281.141757536883,255.613577023499,292.165558019217,352.167019027484,419.475655430712,279.397781299525,252.249488752556,435,326.862792380034,362.549746123233,395.925432756325,388.798577597155,193.772369362921,379.303361684893,96.1635750421585,398.355351846859,417.372027408303,353.051643192488,341.807692307692,372.791176827051,332.051875868458,265.187239944522,287.379454926625,95.3020134228188,272.952236870542,355.055055055055,302.35792019347,306.362741882584,423.076923076923,254.885057471264,72.9060913705584,288.888888888889,0,169.269340974212,199.180138568129,244.069794859703,305.263157894737,256.270877619192,43.4536082474227,250.274725274725,284.690553745928,253.731871241599,218.909410729991,493.657899645588,324.643640350877,286.575512740833,270.852562545543,432.083206802308,96.428199520983,281.14224137931,270.897009966777,295.19512195122,288.744967617714,234.033758181192,306.866673887144,291.044776119403,313.177159590044
"ko05160","6. Human Diseases","6.9 Infectious disease: viral","Hepatitis C",329.508196721311,390.334696602955,327.126024590164,280.670474996352,275.02842439112,304.935742223878,273.286467486819,52.9100529100529,64.3158155676747,281.827473426002,36.3210380872282,205.799768281878,330.78371874019,124.316655632271,85.8256646216769,65.4861944777911,62.4408549518682,237.743190661479,228.88198757764,254.652686762779,444.808907613602,177.474212433789,18.3949825386644,236.595067621321,359.160521837777,241.549578482537,241.542699724518,277.091633466135,55.6159912972532,278.870533999232,397.985222797253,54.3957750854303,108.368317940106,20.9555741827326,5.95106696100074,198.120559248224,333.823793289072,246.30467571644,11.4762859051436,197.227902749375,459.666203059805,44.4878048780488,50.1982839426058,67.4683072334079,331.206429918806,337.175141242938,213.359109918725,328.738343660306,265.048870629636,20.9090909090909,250,5.61526061257389,0.617072334590333,6.71262974467763,25.1658647758926,269.712351945855,481.496062992126,0,0,355.091533180778,256.168831168831,428.205128205128,305.522592423551,288.665447897623,281.141757536883,255.613577023499,292.165558019217,352.167019027484,419.475655430712,279.397781299525,252.249488752556,435,326.862792380034,362.549746123233,395.925432756325,388.798577597155,193.772369362921,379.303361684893,96.1635750421585,398.355351846859,417.372027408303,353.051643192488,341.807692307692,372.791176827051,332.051875868458,265.187239944522,287.379454926625,95.3020134228188,272.952236870542,355.055055055055,302.35792019347,306.362741882584,423.076923076923,254.885057471264,72.9060913705584,288.888888888889,0,169.269340974212,199.180138568129,244.069794859703,305.263157894737,256.270877619192,43.4536082474227,250.274725274725,284.690553745928,253.731871241599,218.909410729991,493.657899645588,324.643640350877,286.575512740833,270.852562545543,432.083206802308,96.428199520983,281.14224137931,270.897009966777,295.19512195122,288.744967617714,234.033758181192,306.866673887144,291.044776119403,313.177159590044
"ko05168","6. Human Diseases","6.9 Infectious disease: viral","Herpes simplex virus 1 infection",329.508196721311,390.334696602955,327.126024590164,280.670474996352,275.02842439112,304.935742223878,273.286467486819,52.9100529100529,64.3158155676747,281.827473426002,36.3210380872282,205.799768281878,330.78371874019,124.316655632271,85.8256646216769,65.4861944777911,62.4408549518682,237.743190661479,228.88198757764,254.652686762779,444.808907613602,177.474212433789,18.3949825386644,236.595067621321,359.160521837777,241.549578482537,241.542699724518,277.091633466135,55.6159912972532,278.870533999232,397.985222797253,54.3957750854303,108.368317940106,20.9555741827326,5.95106696100074,198.120559248224,333.823793289072,246.30467571644,11.4762859051436,197.227902749375,459.666203059805,44.4878048780488,50.1982839426058,67.4683072334079,331.206429918806,337.175141242938,213.359109918725,328.738343660306,265.048870629636,20.9090909090909,250,5.61526061257389,0.617072334590333,6.71262974467763,25.1658647758926,269.712351945855,481.496062992126,0,0,355.091533180778,256.168831168831,428.205128205128,305.522592423551,288.665447897623,281.141757536883,255.613577023499,292.165558019217,352.167019027484,419.475655430712,279.397781299525,252.249488752556,435,326.862792380034,362.549746123233,395.925432756325,388.798577597155,193.772369362921,379.303361684893,96.1635750421585,398.355351846859,417.372027408303,353.051643192488,341.807692307692,372.791176827051,332.051875868458,265.187239944522,287.379454926625,95.3020134228188,272.952236870542,355.055055055055,302.35792019347,306.362741882584,423.076923076923,254.885057471264,72.9060913705584,288.888888888889,0,169.269340974212,199.180138568129,244.069794859703,305.263157894737,256.270877619192,43.4536082474227,250.274725274725,284.690553745928,253.731871241599,218.909410729991,493.657899645588,324.643640350877,286.575512740833,270.852562545543,432.083206802308,96.428199520983,281.14224137931,272.225913621262,295.19512195122,288.744967617714,234.033758181192,306.866673887144,291.044776119403,313.177159590044
"ko05167","6. Human Diseases","6.9 Infectious disease: viral","Kaposi sarcoma-associated herpesvirus infection",329.508196721311,390.334696602955,327.126024590164,280.670474996352,275.02842439112,304.935742223878,273.286467486819,52.9100529100529,64.3158155676747,281.827473426002,36.3210380872282,205.799768281878,330.78371874019,124.316655632271,85.8256646216769,65.4861944777911,62.4408549518682,237.743190661479,228.88198757764,254.652686762779,444.808907613602,177.474212433789,18.3949825386644,236.595067621321,359.160521837777,241.549578482537,241.542699724518,277.091633466135,55.6159912972532,278.870533999232,397.985222797253,54.3957750854303,108.368317940106,20.9555741827326,5.95106696100074,198.120559248224,333.823793289072,246.30467571644,11.4762859051436,197.227902749375,459.666203059805,44.4878048780488,50.1982839426058,67.4683072334079,331.206429918806,337.175141242938,213.359109918725,329.539043348649,265.048870629636,20.9090909090909,250,5.61526061257389,0.617072334590333,6.71262974467763,25.1658647758926,269.712351945855,481.496062992126,0,0,355.091533180778,256.168831168831,428.205128205128,305.522592423551,288.665447897623,281.141757536883,255.613577023499,292.165558019217,352.167019027484,419.475655430712,279.397781299525,252.249488752556,435,326.862792380034,362.549746123233,395.925432756325,388.798577597155,193.772369362921,379.303361684893,96.1635750421585,398.355351846859,417.372027408303,353.051643192488,341.807692307692,372.791176827051,332.051875868458,265.187239944522,287.379454926625,95.3020134228188,272.952236870542,355.055055055055,302.35792019347,306.362741882584,423.076923076923,254.885057471264,72.9060913705584,288.888888888889,0,169.269340974212,199.180138568129,244.069794859703,305.263157894737,256.665654418463,43.4536082474227,250.274725274725,284.690553745928,253.731871241599,218.909410729991,493.657899645588,324.643640350877,286.575512740833,270.852562545543,432.083206802308,96.428199520983,281.14224137931,270.897009966777,295.19512195122,288.744967617714,234.033758181192,306.866673887144,291.044776119403,313.177159590044
"ko05169","6. Human Diseases","6.9 Infectious disease: viral","Epstein-Barr virus infection",329.508196721311,390.334696602955,327.126024590164,280.670474996352,275.02842439112,304.935742223878,273.286467486819,52.9100529100529,64.3158155676747,281.827473426002,36.3210380872282,205.799768281878,330.78371874019,124.316655632271,85.8256646216769,65.4861944777911,62.4408549518682,237.743190661479,228.88198757764,254.652686762779,444.808907613602,177.474212433789,18.3949825386644,236.595067621321,359.160521837777,241.549578482537,241.542699724518,277.091633466135,55.6159912972532,278.870533999232,397.985222797253,54.3957750854303,108.368317940106,20.9555741827326,5.95106696100074,198.120559248224,333.823793289072,246.30467571644,11.4762859051436,197.227902749375,459.666203059805,44.4878048780488,50.1982839426058,67.4683072334079,331.206429918806,337.175141242938,213.359109918725,328.738343660306,265.048870629636,20.9090909090909,250,5.61526061257389,0.617072334590333,6.71262974467763,25.1658647758926,269.712351945855,481.496062992126,0,0,355.091533180778,256.168831168831,428.205128205128,305.522592423551,288.665447897623,281.141757536883,255.613577023499,292.165558019217,352.167019027484,419.475655430712,279.397781299525,252.249488752556,435,326.862792380034,362.549746123233,395.925432756325,388.798577597155,193.772369362921,379.303361684893,96.1635750421585,398.355351846859,417.372027408303,353.051643192488,341.807692307692,372.791176827051,332.051875868458,265.187239944522,287.379454926625,95.3020134228188,272.952236870542,355.055055055055,302.35792019347,306.362741882584,423.076923076923,254.885057471264,72.9060913705584,288.888888888889,0,169.269340974212,199.180138568129,244.069794859703,305.263157894737,256.270877619192,43.4536082474227,250.274725274725,284.690553745928,253.731871241599,218.909410729991,493.657899645588,324.643640350877,286.575512740833,270.852562545543,432.083206802308,96.428199520983,281.14224137931,270.897009966777,295.19512195122,288.744967617714,234.033758181192,306.866673887144,291.044776119403,313.177159590044
"ko05146","6. Human Diseases","6.10 Infectious disease: parasitic","Amoebiasis",70.4918032786885,63.3920373925382,43.75,37.2366010387336,34.2947758961163,37.0087539579064,29.1154071470416,94.7089947089947,96.8889439762023,71.9337694194603,95.8428451279587,72.9094254753629,72.972690174741,84.9806109902582,87.5255623721881,84.8339335734294,99.6084189916789,30.2723735408561,17.7018633540373,58.0602883355177,82.1546795064701,17.7028157234458,93.6070130425487,90.4534606205251,27.9636982416336,86.8325973504617,44.7382920110193,46.215139442231,90.372586347566,53.2654629273915,98.1349477590079,81.4849332090711,99.1603694374475,98.8823693769209,99.5401030169242,82.9475131790052,68.3473891979185,44.3438914027149,99.812959251837,85.124592895554,87.7987103300038,90.6829268292683,89.1628812459441,85.7009694258017,74.9036332321824,52.7683615819209,79.5391777795313,56.0335801130834,9.05011659917665,94.7727272727273,3.72340425531915,96.1311123052123,100,97.6210318963558,98.4856925804001,52.7918781725888,100,100,100,84.5537757437071,26.2987012987013,100,48.7905066179827,52.8336380255942,25.7216164207825,16.7576548777593,46.6371027346637,76.8498942917548,78.1409601634321,27.4960380348653,34.2535787321063,83.2894736842105,62.8406076681939,73.7752161383285,74.6205059920106,76.3017526035052,22.3335719398712,76.4277035236939,85.5607082630692,83.0682124561876,81.3784764207981,73.4741784037559,58.8076923076924,66.3192340322385,49.1894395553497,68.6546463245493,22.5157232704403,71.0290827740492,8.89345148044089,58.3583583583584,32.124143490528,53.5913414234175,72.5274725274725,52.0114942528736,89.9746192893401,22.2222222222222,100,65.1146131805158,33.0715935334873,21.7401556236737,46.5481886534518,2.68751897965381,78.1958762886598,75.2747252747253,35.6677524429967,79.3774319066148,18.8214599824098,98.7129266927812,51.5076754385965,34.9906774394034,41.6322564974496,81.1569996963255,11.1111111111111,37.5215517241379,43.1893687707641,35.1951219512195,32.5398214598285,13.1932483637616,59.5689375067692,61.1940298507463,96.7789165446559
